영역,유형,표준점수,남자,여자
직업탐구,수산 일반,31,1,0
직업탐구,수산 일반,30,1,0
직업탐구,수산 일반,29,1,0
직업탐구,해사 일반,71,1,0
직업탐구,해사 일반,68,2,0
직업탐구,해사 일반,67,2,0
직업탐구,해사 일반,66,1,0
직업탐구,해사 일반,64,1,0
직업탐구,해사 일반,63,2,0
직업탐구,해사 일반,62,2,0
직업탐구,해사 일반,61,2,0
직업탐구,해사 일반,59,4,0
직업탐구,해사 일반,58,4,0
직업탐구,해사 일반,57,3,0
직업탐구,해사 일반,56,5,0
직업탐구,해사 일반,54,4,0
직업탐구,해사 일반,53,3,0
직업탐구,해사 일반,52,4,0
직업탐구,해사 일반,50,2,0
직업탐구,해사 일반,49,7,0
직업탐구,해사 일반,48,6,0
직업탐구,해사 일반,47,2,0
직업탐구,해사 일반,45,4,0
직업탐구,해사 일반,43,7,0
직업탐구,해사 일반,41,2,0
직업탐구,해사 일반,40,2,0
직업탐구,해사 일반,39,1,0
직업탐구,해사 일반,38,1,0
직업탐구,해사 일반,36,1,0
직업탐구,해사 일반,35,4,0
직업탐구,해사 일반,34,1,0
직업탐구,해사 일반,33,0,2
직업탐구,해사 일반,31,1,0
직업탐구,해사 일반,30,0,1
직업탐구,해사 일반,24,1,0
직업탐구,해양 일반,73,1,0
직업탐구,해양 일반,71,2,0
직업탐구,해양 일반,70,2,0
직업탐구,해양 일반,69,2,0
직업탐구,해양 일반,68,4,0
직업탐구,해양 일반,67,3,0
직업탐구,해양 일반,66,4,0
직업탐구,해양 일반,65,5,1
직업탐구,해양 일반,64,5,0
직업탐구,해양 일반,63,4,0
직업탐구,해양 일반,62,2,0
직업탐구,해양 일반,61,8,0
직업탐구,해양 일반,60,10,0
직업탐구,해양 일반,59,4,0
직업탐구,해양 일반,58,8,0
직업탐구,해양 일반,57,12,0
직업탐구,해양 일반,56,7,1
직업탐구,해양 일반,55,5,1
직업탐구,해양 일반,54,11,0
직업탐구,해양 일반,53,5,0
직업탐구,해양 일반,52,8,0
직업탐구,해양 일반,51,9,0
직업탐구,해양 일반,50,12,0
직업탐구,해양 일반,49,5,1
직업탐구,해양 일반,48,13,0
직업탐구,해양 일반,47,6,0
직업탐구,해양 일반,46,9,1
직업탐구,해양 일반,45,11,0
직업탐구,해양 일반,44,5,0
직업탐구,해양 일반,43,7,0
직업탐구,해양 일반,42,12,0
직업탐구,해양 일반,41,14,1
직업탐구,해양 일반,40,6,2
직업탐구,해양 일반,39,11,0
직업탐구,해양 일반,38,2,0
직업탐구,해양 일반,37,7,0
직업탐구,해양 일반,36,6,0
직업탐구,해양 일반,35,5,0
직업탐구,해양 일반,34,3,0
직업탐구,해양 일반,33,3,0
직업탐구,해양 일반,32,4,0
직업탐구,해양 일반,31,1,0
직업탐구,해양 일반,28,2,0
직업탐구,인간 발달,72,1,18
직업탐구,인간 발달,70,0,27
직업탐구,인간 발달,69,5,25
직업탐구,인간 발달,68,1,14
직업탐구,인간 발달,67,5,47
직업탐구,인간 발달,66,4,37
직업탐구,인간 발달,65,15,42
직업탐구,인간 발달,64,11,46
직업탐구,인간 발달,63,11,51
직업탐구,인간 발달,62,14,50
직업탐구,인간 발달,61,13,48
직업탐구,인간 발달,60,14,53
직업탐구,인간 발달,59,12,64
직업탐구,인간 발달,58,12,54
직업탐구,인간 발달,57,14,51
직업탐구,인간 발달,56,17,69
직업탐구,인간 발달,54,25,47
직업탐구,인간 발달,53,12,79
직업탐구,인간 발달,52,19,75
직업탐구,인간 발달,51,17,70
직업탐구,인간 발달,50,25,76
직업탐구,인간 발달,49,13,71
직업탐구,인간 발달,48,9,94
직업탐구,인간 발달,47,20,86
직업탐구,인간 발달,46,24,73
직업탐구,인간 발달,45,26,87
직업탐구,인간 발달,44,20,69
직업탐구,인간 발달,43,18,89
직업탐구,인간 발달,42,20,78
직업탐구,인간 발달,41,18,73
직업탐구,인간 발달,40,20,75
직업탐구,인간 발달,39,10,55
직업탐구,인간 발달,38,11,49
직업탐구,인간 발달,37,15,43
직업탐구,인간 발달,35,8,37
직업탐구,인간 발달,34,7,26
직업탐구,인간 발달,33,9,16
직업탐구,인간 발달,32,11,17
직업탐구,인간 발달,31,6,11
직업탐구,인간 발달,30,5,12
직업탐구,인간 발달,29,1,5
직업탐구,인간 발달,28,3,2
직업탐구,인간 발달,27,1,2
직업탐구,인간 발달,26,0,3
직업탐구,인간 발달,25,2,0
직업탐구,인간 발달,24,0,2
직업탐구,인간 발달,22,0,2
직업탐구,식품과 영양,71,2,16
직업탐구,식품과 영양,69,5,17
직업탐구,식품과 영양,68,5,27
직업탐구,식품과 영양,67,6,25
직업탐구,식품과 영양,66,6,13
직업탐구,식품과 영양,65,8,26
직업탐구,식품과 영양,64,10,31
직업탐구,식품과 영양,63,10,33
직업탐구,식품과 영양,62,6,20
직업탐구,식품과 영양,61,7,15
직업탐구,식품과 영양,60,6,25
직업탐구,식품과 영양,59,5,13
직업탐구,식품과 영양,58,11,30
직업탐구,식품과 영양,57,4,24
직업탐구,식품과 영양,56,4,16
직업탐구,식품과 영양,55,7,20
직업탐구,식품과 영양,54,10,14
직업탐구,식품과 영양,53,5,21
직업탐구,식품과 영양,52,9,48
직업탐구,식품과 영양,51,7,27
직업탐구,식품과 영양,50,7,35
직업탐구,식품과 영양,49,11,33
직업탐구,식품과 영양,48,7,48
직업탐구,식품과 영양,47,9,68
직업탐구,식품과 영양,46,4,36
직업탐구,식품과 영양,45,14,40
직업탐구,식품과 영양,44,12,45
직업탐구,식품과 영양,43,12,45
직업탐구,식품과 영양,42,14,72
직업탐구,식품과 영양,41,7,44
직업탐구,식품과 영양,40,14,28
직업탐구,식품과 영양,39,8,30
직업탐구,식품과 영양,38,10,36
직업탐구,식품과 영양,37,8,29
직업탐구,식품과 영양,36,10,33
직업탐구,식품과 영양,35,3,14
직업탐구,식품과 영양,34,2,8
직업탐구,식품과 영양,33,1,14
직업탐구,식품과 영양,32,1,3
직업탐구,식품과 영양,31,1,3
직업탐구,디자인 일반,76,3,2
직업탐구,디자인 일반,75,0,9
직업탐구,디자인 일반,74,1,2
직업탐구,디자인 일반,73,3,21
직업탐구,디자인 일반,72,2,15
직업탐구,디자인 일반,70,10,19
직업탐구,디자인 일반,69,5,35
직업탐구,디자인 일반,68,2,20
직업탐구,디자인 일반,67,10,50
직업탐구,디자인 일반,66,10,50
직업탐구,디자인 일반,65,10,46
직업탐구,디자인 일반,63,15,74
직업탐구,디자인 일반,62,15,57
직업탐구,디자인 일반,61,18,89
직업탐구,디자인 일반,60,23,86
직업탐구,디자인 일반,59,11,94
직업탐구,디자인 일반,58,29,115
직업탐구,디자인 일반,56,31,84
직업탐구,디자인 일반,55,28,90
직업탐구,디자인 일반,54,44,136
직업탐구,디자인 일반,53,32,113
직업탐구,디자인 일반,52,34,102
직업탐구,디자인 일반,51,47,144
직업탐구,디자인 일반,49,41,106
직업탐구,디자인 일반,48,31,109
직업탐구,디자인 일반,47,33,143
직업탐구,디자인 일반,46,40,108
직업탐구,디자인 일반,45,43,124
직업탐구,디자인 일반,44,35,90
직업탐구,디자인 일반,42,43,106
직업탐구,디자인 일반,41,36,102
직업탐구,디자인 일반,40,30,78
직업탐구,디자인 일반,39,28,88
직업탐구,디자인 일반,38,16,63
직업탐구,디자인 일반,37,25,65
직업탐구,디자인 일반,35,20,50
직업탐구,디자인 일반,34,14,34
직업탐구,디자인 일반,33,15,32
직업탐구,디자인 일반,32,13,21
직업탐구,디자인 일반,31,10,18
직업탐구,디자인 일반,30,6,15
직업탐구,디자인 일반,28,2,11
직업탐구,디자인 일반,27,2,6
직업탐구,디자인 일반,26,3,3
직업탐구,디자인 일반,25,4,2
직업탐구,디자인 일반,24,1,1
직업탐구,디자인 일반,23,2,1
직업탐구,디자인 일반,20,0,2
직업탐구,프로그래밍,73,35,3
직업탐구,프로그래밍,71,10,1
직업탐구,프로그래밍,70,33,14
직업탐구,프로그래밍,69,17,9
직업탐구,프로그래밍,68,22,4
직업탐구,프로그래밍,67,3,1
직업탐구,프로그래밍,66,17,7
직업탐구,프로그래밍,65,28,8
직업탐구,프로그래밍,64,8,0
직업탐구,프로그래밍,63,23,8
직업탐구,프로그래밍,62,29,10
직업탐구,프로그래밍,61,19,10
직업탐구,프로그래밍,60,9,8
직업탐구,프로그래밍,59,19,3
직업탐구,프로그래밍,58,31,12
직업탐구,프로그래밍,57,19,11
직업탐구,프로그래밍,56,27,11
직업탐구,프로그래밍,55,55,22
직업탐구,프로그래밍,54,37,13
직업탐구,프로그래밍,53,19,11
직업탐구,프로그래밍,52,39,10
직업탐구,프로그래밍,51,27,13
직업탐구,프로그래밍,50,29,9
직업탐구,프로그래밍,49,77,28
직업탐구,프로그래밍,48,38,26
직업탐구,프로그래밍,47,41,34
직업탐구,프로그래밍,46,52,25
직업탐구,프로그래밍,45,45,30
직업탐구,프로그래밍,44,31,23
직업탐구,프로그래밍,43,44,42
직업탐구,프로그래밍,42,94,46
직업탐구,프로그래밍,41,41,26
직업탐구,프로그래밍,40,28,28
직업탐구,프로그래밍,39,30,13
직업탐구,프로그래밍,38,15,23
직업탐구,프로그래밍,37,23,17
직업탐구,프로그래밍,36,16,12
직업탐구,프로그래밍,35,17,13
직업탐구,프로그래밍,34,8,2
직업탐구,프로그래밍,33,6,2
직업탐구,프로그래밍,32,4,2
직업탐구,프로그래밍,31,4,2
직업탐구,프로그래밍,29,3,1
제2외국어,독일어 l,72,3,8
제2외국어,독일어 l,71,3,1
제2외국어,독일어 l,70,16,14
제2외국어,독일어 l,69,37,63
제2외국어,독일어 l,68,6,16
제2외국어,독일어 l,67,41,54
제2외국어,독일어 l,66,49,83
제2외국어,독일어 l,65,26,34
제2외국어,독일어 l,64,34,58
제2외국어,독일어 l,63,22,43
제2외국어,독일어 l,62,72,78
제2외국어,독일어 l,61,30,47
제2외국어,독일어 l,60,34,35
제2외국어,독일어 l,59,34,30
제2외국어,독일어 l,58,60,76
제2외국어,독일어 l,57,31,25
제2외국어,독일어 l,56,31,31
제2외국어,독일어 l,55,22,34
제2외국어,독일어 l,54,61,60
제2외국어,독일어 l,53,22,38
제2외국어,독일어 l,52,28,35
제2외국어,독일어 l,51,27,29
제2외국어,독일어 l,50,61,75
제2외국어,독일어 l,49,42,29
제2외국어,독일어 l,48,49,41
제2외국어,독일어 l,47,45,38
제2외국어,독일어 l,46,111,91
제2외국어,독일어 l,45,86,57
제2외국어,독일어 l,44,80,72
제2외국어,독일어 l,43,90,66
제2외국어,독일어 l,42,232,162
제2외국어,독일어 l,41,89,66
제2외국어,독일어 l,40,100,67
제2외국어,독일어 l,39,101,65
제2외국어,독일어 l,38,125,80
제2외국어,독일어 l,37,35,21
제2외국어,독일어 l,36,23,19
제2외국어,독일어 l,35,9,10
제2외국어,독일어 l,34,15,13
제2외국어,독일어 l,33,4,0
제2외국어,독일어 l,32,3,0
제2외국어,프랑스어 l,69,31,85
제2외국어,프랑스어 l,68,5,7
제2외국어,프랑스어 l,67,52,145
제2외국어,프랑스어 l,66,39,137
제2외국어,프랑스어 l,65,7,24
제2외국어,프랑스어 l,64,51,141
제2외국어,프랑스어 l,63,33,88
제2외국어,프랑스어 l,62,9,24
제2외국어,프랑스어 l,61,32,89
제2외국어,프랑스어 l,60,18,42
제2외국어,프랑스어 l,59,9,32
제2외국어,프랑스어 l,58,28,55
제2외국어,프랑스어 l,57,17,44
제2외국어,프랑스어 l,56,7,34
제2외국어,프랑스어 l,55,21,67
제2외국어,프랑스어 l,54,12,38
제2외국어,프랑스어 l,53,10,40
제2외국어,프랑스어 l,52,24,91
제2외국어,프랑스어 l,51,14,64
제2외국어,프랑스어 l,50,16,56
제2외국어,프랑스어 l,49,31,151
제2외국어,프랑스어 l,48,21,95
제2외국어,프랑스어 l,47,25,100
제2외국어,프랑스어 l,46,51,223
제2외국어,프랑스어 l,45,33,133
제2외국어,프랑스어 l,44,34,119
제2외국어,프랑스어 l,43,78,292
제2외국어,프랑스어 l,42,45,109
제2외국어,프랑스어 l,41,47,136
제2외국어,프랑스어 l,40,112,236
제2외국어,프랑스어 l,39,56,98
제2외국어,프랑스어 l,38,37,66
제2외국어,프랑스어 l,37,44,95
제2외국어,프랑스어 l,36,17,17
제2외국어,프랑스어 l,35,9,17
제2외국어,프랑스어 l,34,9,14
제2외국어,프랑스어 l,33,2,2
제2외국어,프랑스어 l,32,1,0
제2외국어,프랑스어 l,31,2,1
제2외국어,스페인어 l,75,2,4
제2외국어,스페인어 l,73,3,15
제2외국어,스페인어 l,72,12,45
제2외국어,스페인어 l,70,29,48
제2외국어,스페인어 l,69,1,0
제2외국어,스페인어 l,68,31,72
제2외국어,스페인어 l,66,24,55
제2외국어,스페인어 l,65,1,3
제2외국어,스페인어 l,64,24,52
제2외국어,스페인어 l,63,23,27
제2외국어,스페인어 l,62,6,2
제2외국어,스페인어 l,61,7,29
제2외국어,스페인어 l,60,4,7
제2외국어,스페인어 l,59,11,18
제2외국어,스페인어 l,58,4,12
제2외국어,스페인어 l,57,13,23
제2외국어,스페인어 l,56,22,29
제2외국어,스페인어 l,55,12,22
제2외국어,스페인어 l,54,11,30
제2외국어,스페인어 l,53,17,18
제2외국어,스페인어 l,52,13,32
제2외국어,스페인어 l,51,14,40
제2외국어,스페인어 l,50,19,41
제2외국어,스페인어 l,49,29,57
제2외국어,스페인어 l,48,47,46
제2외국어,스페인어 l,47,99,143
제2외국어,스페인어 l,46,67,80
제2외국어,스페인어 l,45,60,80
제2외국어,스페인어 l,44,55,71
제2외국어,스페인어 l,43,62,81
제2외국어,스페인어 l,42,66,82
제2외국어,스페인어 l,41,46,77
제2외국어,스페인어 l,40,49,53
제2외국어,스페인어 l,39,59,65
제2외국어,스페인어 l,38,27,23
제2외국어,스페인어 l,37,18,16
제2외국어,스페인어 l,36,14,13
제2외국어,스페인어 l,35,4,4
제2외국어,스페인어 l,34,0,2
제2외국어,스페인어 l,33,3,2
제2외국어,스페인어 l,32,1,0
제2외국어,스페인어 l,31,2,0
제2외국어,중국어 l,74,12,35
제2외국어,중국어 l,73,1,2
제2외국어,중국어 l,72,54,65
제2외국어,중국어 l,71,4,12
제2외국어,중국어 l,70,55,115
제2외국어,중국어 l,69,9,21
제2외국어,중국어 l,68,109,165
제2외국어,중국어 l,67,142,243
제2외국어,중국어 l,66,34,69
제2외국어,중국어 l,65,131,244
제2외국어,중국어 l,64,64,107
제2외국어,중국어 l,63,127,258
제2외국어,중국어 l,62,68,131
제2외국어,중국어 l,61,120,210
제2외국어,중국어 l,60,193,351
제2외국어,중국어 l,59,102,130
제2외국어,중국어 l,58,68,193
제2외국어,중국어 l,57,92,159
제2외국어,중국어 l,56,95,150
제2외국어,중국어 l,55,93,153
제2외국어,중국어 l,54,183,310
제2외국어,중국어 l,53,79,189
제2외국어,중국어 l,52,103,170
제2외국어,중국어 l,51,94,183
제2외국어,중국어 l,50,91,216
제2외국어,중국어 l,49,107,227
제2외국어,중국어 l,48,123,232
제2외국어,중국어 l,47,276,559
제2외국어,중국어 l,46,190,259
제2외국어,중국어 l,45,174,294
제2외국어,중국어 l,44,188,326
제2외국어,중국어 l,43,215,302
제2외국어,중국어 l,42,247,323
제2외국어,중국어 l,41,218,313
제2외국어,중국어 l,40,473,563
제2외국어,중국어 l,39,267,234
제2외국어,중국어 l,38,221,222
제2외국어,중국어 l,37,168,160
제2외국어,중국어 l,36,105,108
제2외국어,중국어 l,35,84,84
제2외국어,중국어 l,34,47,40
제2외국어,중국어 l,33,40,32
제2외국어,중국어 l,32,6,7
제2외국어,중국어 l,31,2,1
제2외국어,중국어 l,30,3,1
제2외국어,일본어 l,70,26,72
제2외국어,일본어 l,69,1,6
제2외국어,일본어 l,68,108,201
제2외국어,일본어 l,67,209,375
제2외국어,일본어 l,66,14,49
제2외국어,일본어 l,65,289,602
제2외국어,일본어 l,64,37,125
제2외국어,일본어 l,63,403,717
제2외국어,일본어 l,62,93,195
제2외국어,일본어 l,61,567,1065
제2외국어,일본어 l,60,430,760
제2외국어,일본어 l,59,195,418
제2외국어,일본어 l,58,416,681
제2외국어,일본어 l,57,252,405
제2외국어,일본어 l,56,588,945
제2외국어,일본어 l,55,269,451
제2외국어,일본어 l,54,192,400
제2외국어,일본어 l,53,201,394
제2외국어,일본어 l,52,211,370
제2외국어,일본어 l,51,178,347
제2외국어,일본어 l,50,386,721
제2외국어,일본어 l,49,212,372
제2외국어,일본어 l,48,200,380
제2외국어,일본어 l,47,214,411
제2외국어,일본어 l,46,220,423
제2외국어,일본어 l,45,474,825
제2외국어,일본어 l,44,279,471
제2외국어,일본어 l,43,270,417
제2외국어,일본어 l,42,326,427
제2외국어,일본어 l,41,304,435
제2외국어,일본어 l,40,311,436
제2외국어,일본어 l,39,776,825
제2외국어,일본어 l,38,385,360
제2외국어,일본어 l,37,347,313
제2외국어,일본어 l,36,329,264
제2외국어,일본어 l,35,307,229
제2외국어,일본어 l,34,296,203
제2외국어,일본어 l,33,471,325
제2외국어,일본어 l,32,89,43
제2외국어,일본어 l,31,58,21
제2외국어,일본어 l,30,18,8
제2외국어,일본어 l,29,10,4
제2외국어,일본어 l,28,11,2
제2외국어,러시아어 l,80,3,15
제2외국어,러시아어 l,79,3,2
제2외국어,러시아어 l,78,15,19
제2외국어,러시아어 l,77,1,4
제2외국어,러시아어 l,76,10,18
제2외국어,러시아어 l,75,3,7
제2외국어,러시아어 l,74,10,25
제2외국어,러시아어 l,73,1,6
제2외국어,러시아어 l,72,12,21
제2외국어,러시아어 l,71,5,11
제2외국어,러시아어 l,70,6,5
제2외국어,러시아어 l,69,3,4
제2외국어,러시아어 l,68,1,7
제2외국어,러시아어 l,67,4,6
제2외국어,러시아어 l,66,3,4
제2외국어,러시아어 l,65,3,5
제2외국어,러시아어 l,64,3,4
제2외국어,러시아어 l,63,7,5
제2외국어,러시아어 l,62,4,3
제2외국어,러시아어 l,61,4,0
제2외국어,러시아어 l,60,2,0
제2외국어,러시아어 l,59,2,3
제2외국어,러시아어 l,58,4,3
제2외국어,러시아어 l,57,2,4
제2외국어,러시아어 l,56,7,7
제2외국어,러시아어 l,55,12,17
제2외국어,러시아어 l,54,5,19
제2외국어,러시아어 l,53,12,22
제2외국어,러시아어 l,52,18,33
제2외국어,러시아어 l,51,25,44
제2외국어,러시아어 l,50,34,48
제2외국어,러시아어 l,49,31,68
제2외국어,러시아어 l,48,40,70
제2외국어,러시아어 l,47,55,72
제2외국어,러시아어 l,46,124,192
제2외국어,러시아어 l,45,66,80
제2외국어,러시아어 l,44,55,63
제2외국어,러시아어 l,43,65,92
제2외국어,러시아어 l,42,40,45
제2외국어,러시아어 l,41,33,30
제2외국어,러시아어 l,40,15,27
제2외국어,러시아어 l,39,10,17
제2외국어,러시아어 l,38,15,12
제2외국어,러시아어 l,37,2,2
제2외국어,러시아어 l,36,0,1
제2외국어,러시아어 l,35,0,1
제2외국어,아랍어 l,100,107,55
제2외국어,아랍어 l,98,12,4
제2외국어,아랍어 l,97,20,12
제2외국어,아랍어 l,95,9,2
제2외국어,아랍어 l,93,12,2
제2외국어,아랍어 l,91,11,3
제2외국어,아랍어 l,89,15,6
제2외국어,아랍어 l,88,14,4
제2외국어,아랍어 l,86,17,11
제2외국어,아랍어 l,84,20,8
제2외국어,아랍어 l,82,16,11
제2외국어,아랍어 l,80,17,7
제2외국어,아랍어 l,79,13,12
제2외국어,아랍어 l,77,23,16
제2외국어,아랍어 l,75,31,28
제2외국어,아랍어 l,73,37,37
제2외국어,아랍어 l,71,47,63
제2외국어,아랍어 l,70,72,93
제2외국어,아랍어 l,68,113,139
제2외국어,아랍어 l,66,165,200
제2외국어,아랍어 l,64,253,319
제2외국어,아랍어 l,62,325,363
제2외국어,아랍어 l,61,454,499
제2외국어,아랍어 l,59,573,591
제2외국어,아랍어 l,57,684,751
제2외국어,아랍어 l,55,872,835
제2외국어,아랍어 l,54,1004,993
제2외국어,아랍어 l,52,1112,1087
제2외국어,아랍어 l,50,1203,1111
제2외국어,아랍어 l,48,1279,1096
제2외국어,아랍어 l,46,1256,1046
제2외국어,아랍어 l,45,1589,1166
제2외국어,아랍어 l,43,1165,885
제2외국어,아랍어 l,41,945,693
제2외국어,아랍어 l,39,723,502
제2외국어,아랍어 l,37,558,398
제2외국어,아랍어 l,36,382,243
제2외국어,아랍어 l,34,252,146
제2외국어,아랍어 l,32,150,83
제2외국어,아랍어 l,30,84,43
제2외국어,아랍어 l,28,40,17
제2외국어,아랍어 l,27,12,2
제2외국어,아랍어 l,25,5,5
제2외국어,한문,73,35,11
제2외국어,한문,72,21,8
제2외국어,한문,71,107,36
제2외국어,한문,70,71,29
제2외국어,한문,69,146,83
제2외국어,한문,68,131,63
제2외국어,한문,67,184,112
제2외국어,한문,66,165,82
제2외국어,한문,65,204,137
제2외국어,한문,63,193,122
제2외국어,한문,62,215,162
제2외국어,한문,61,189,168
제2외국어,한문,60,223,209
제2외국어,한문,59,217,186
제2외국어,한문,58,252,226
제2외국어,한문,57,283,262
제2외국어,한문,56,262,233
제2외국어,한문,55,274,299
제2외국어,한문,54,284,293
제2외국어,한문,53,306,294
제2외국어,한문,52,295,312
제2외국어,한문,51,312,319
제2외국어,한문,50,307,326
제2외국어,한문,49,328,369
제2외국어,한문,48,305,395
제2외국어,한문,47,304,337
제2외국어,한문,46,293,321
제2외국어,한문,45,290,347
제2외국어,한문,44,281,303
제2외국어,한문,43,277,274
제2외국어,한문,42,224,255
제2외국어,한문,41,241,240
제2외국어,한문,40,181,216
제2외국어,한문,38,181,200
제2외국어,한문,37,175,168
제2외국어,한문,36,175,141
제2외국어,한문,35,146,139
제2외국어,한문,34,116,119
제2외국어,한문,33,120,99
제2외국어,한문,32,125,62
제2외국어,한문,31,113,48
제2외국어,한문,30,52,46
제2외국어,한문,29,47,34
제2외국어,한문,28,44,23
제2외국어,한문,27,24,12
제2외국어,한문,26,27,10
제2외국어,한문,25,12,6
제2외국어,한문,24,6,1
제2외국어,한문,23,3,2
제2외국어,한문,22,2,0
제2외국어,한문,21,1,0
